TF,target,importance
CHD1,FAM175B,0.6178191444080778
ZNF774,CCL13,0.6177199193925993
EOMES,LGALS1,0.6176218758502823
ZNF451,APOD,0.6173522733500882
ZNF407,GSN,0.6169315426199864
ZNF493,ZNF587B,0.6167667845451736
NFATC2,PSMB8-AS1,0.6165137785890861
NR4A1,CXCL14,0.6162688351140925
SEMA4A,TRGC2,0.616241983314468
SP3,U2SURP,0.6162008698420229
ZBTB20,DENND2D,0.6155419564966115
KDM5A,EIF1AD,0.6154151125844493
MYB,ZNF407,0.6150090947211581
RORA,CAMSAP1,0.6148894671107962
PPP1R10,AP001258.4,0.6147605792159755
ZNF493,ADPGK,0.6147421846211458
CREBZF,IL7R,0.6145895147567707
ZNF567,LAX1,0.6144410125111976
ZNF781,ASB6,0.614426046970361
ZNF426,TMEM87B,0.6136983873518755
JAZF1,IL2RA,0.6136758097482161
ELK3,ZNF408,0.6135859763670078
ZFP14,XRCC1,0.6135360207100684
EIF5A2,RP11-296O14.3,0.6128057024529904
PHF21A,COL6A2,0.6125038809993831
NPDC1,SP140,0.6124967663952674
TOB2,TATDN2,0.612207196824421
ZNF493,APOBEC3G,0.6120533821042948
R3HDM2,PSMB10,0.6118258307454643
WRNIP1,CST3,0.6117875766643504
ELF1,INTS6,0.6116388945291437
CEBPE,MTPN,0.6114079994468066
NPDC1,CDKN2D,0.6113817586554119
SEMA4A,GDI1,0.6111833004505235
ZNF224,RCBTB2,0.6111755556832547
EGR2,PTGER4,0.6110880325541073
ZBTB20,FICD,0.6107427158036197
FOSB,CWC22,0.6107135644080587
ING3,CAD,0.6105697925138428
MTERF1,NFATC2,0.6104523423073148
ZZZ3,MALAT1,0.6104442979551161
ZNF683,CNOT10,0.6103631361977633
ZNF341,SP3,0.6101185750242445
SNAI3,DNAJB14,0.6100005855081775
HIST2H2BE,SIN3A,0.6099291448131705
PHF21A,IGFBP5,0.6098707122852713
PBX4,TMEM107,0.6095942873267597
FLI1,TM9SF4,0.6094680776850985
NR4A1,DYRK4,0.6092992511966262
REL,CD83,0.6092741744094762
NFAT5,FABP5,0.6091986409759009
KDM5A,MAP4K4,0.6090984084008727
FANK1,LBR,0.6089596293841253
XRCC1,ATL2,0.6088693961156797
ZNF493,HLA-F,0.6088354499681017
REL,EXOC6,0.6086181693108925
ZNF451,SLC2A3,0.6085133390142619
ZZZ3,UBXN11,0.608456359050443
KLF2,RP11-367G6.3,0.6080076894624503
PBX4,ID3,0.6079359270834428
RORA,CYTH4,0.6078077437570871
ZFP14,ZNF408,0.6077788820671787
FANK1,ZBED2,0.6076723002542889
ZNF350,TMEM184B,0.6076042288769047
ZBTB20,HLA-DPA1,0.6073360669889474
ING3,KRT75,0.6073114267120225
PPP1R10,LRIF1,0.6071122627269347
TBP,BLVRB,0.6069893526608461
POU6F1,NCK2,0.6069545825379347
ID1,TTC19,0.60689216025218
ZBTB49,TNF,0.6066600207645008
ZNF26,IL7R,0.6064577848543536
KLRG1,TRDC,0.6064556657895093
RNF138,CHMP7,0.606418047742118
FLI1,LAX1,0.6062339105472683
ING3,LBH,0.6060659101499176
ZFP90,BIN1,0.6060225430255967
KDM5B,HHLA3,0.6057379986273281
FANK1,FAM101B,0.6055931825697212
ARFGAP1,ARL17A,0.6054955108912733
SEMA4A,ING3,0.6054413355242807
NFATC1,TIGIT,0.6054283188363833
ZNF26,RNASET2,0.6053410657852661
TCF7,ARHGAP19,0.6052180450566451
RUNX3,MTPN,0.6051709440380204
ZZZ3,RP11-344P13.6,0.6050344843255615
FLI1,CYSLTR1,0.6047945190722602
ZNF683,CCL1,0.6045377866786374
ZNF683,CCNG2,0.6043524399223772
ELF1,TRIM35,0.6042081457204562
XRCC4,C1orf228,0.6037545801243386
PHF21A,IFITM3,0.603752634813358
ZNF683,RGS3,0.6037006950943377
ZNF267,RGCC,0.6034889118775294
JAZF1,KIF5C,0.6034577139457143
MTERF1,C11orf54,0.6032296726348972
ZFP14,KLF2,0.603045499400631
ZNF394,MARCKSL1,0.6030340645036801
RUNX2,SF3A2,0.602987463476134
TRMT1,RP5-821D11.7,0.6029453187067845
ZNF91,ZBTB2,0.602907764872739
NR4A1,ASXL2,0.6028816753754586
KDM5A,SLC2A3,0.6019830196366017
ZFP14,TMEM191B,0.601841318616453
ZNF267,C11orf54,0.6018317556894076
FLI1,PCGF6,0.6017473695827266
ZNF683,DNAJB14,0.6016445831718773
IKZF3,SERPINF1,0.6016139007030399
PBX4,TAF3,0.6012552449887655
SPATS2,RGS19,0.6012289879959773
PHF21A,IGFBP6,0.601096149202829
TCF7,CXCR3,0.6010796535412563
KLF2,DEDD2,0.6009929693483896
ZNF91,CLU,0.6009281463938205
RUNX2,DUSP16,0.6009133227419412
TRMT1,WIPF1,0.6008576032456976
CCNT2,LCK,0.6008496071157476
RNF138,FMNL3,0.6007729169118821
XRCC4,OFD1,0.6005817546159362
ZNF567,GPR65,0.6005537808104184
ZNF567,GLIPR1,0.6005021184725485
ZNF33B,AAK1,0.6004870799310589
CTBP1,ZNF568,0.6004620902926249
ZNF528,RHOH,0.600457769958511
RORA,BORA,0.6004359833195595
FOSB,ITK,0.6004234634483058
CHD1,PACS2,0.599870512781088
FOSB,KANSL1-AS1,0.5998454235796319
RFX2,IFI44,0.5997944629012224
CCNT2,TSEN54,0.5997523133252795
REL,PSME4,0.599728394151561
PPP1R10,FANK1,0.5996957602387785
SP3,PSMB10,0.5996504967136294
R3HDM2,RP11-347P5.1,0.5995831102248781
ZNF567,IRF2BP2,0.5994827602664943
CTBP1,FLI1,0.5991711558188348
ZFP14,MTPN,0.5990093483883635
ZNF341,IQCB1,0.5988829697770677
ZBTB49,TMEM87B,0.5986227828583626
ZNF821,IFI27,0.5984219355301684
ZNF302,DDX10,0.5983712904951237
ZNF426,ADRB2,0.5981780860546614
TRMT1,FBXO9,0.5980837259645702
IKZF3,TRMT10A,0.5980335096944263
PPP1R10,CTD-3185P2.1,0.5979896033969533
RNF138,CCDC57,0.5976662092422879
WRNIP1,SERPINB9,0.5976132138314083
ZNF182,BIN1,0.5969543262435292
HIST2H2BE,IPO7,0.5969241422102868
CHD1,LINC01184,0.5968955816481809
NPDC1,TRMT10A,0.596831438075441
ZNF493,HOXB2,0.5967866688870032
ZNF33A,DYRK2,0.5967292201599116
ZNF394,TNF,0.596677994238047
ZNF781,GTF2H2,0.5966267732384384
KLRG1,RP11-147L13.15,0.596467072248307
ZNF700,CHCHD7,0.596142995315224
EIF5A2,KDM5A,0.5961299232623489
ZNF821,TNFRSF4,0.5958823865264607
FANK1,CRTAM,0.5958090656181696
KDM5A,SF3A2,0.5955580629629499
IKZF3,CAMK2N1,0.595554500741792
REL,SCML4,0.5952098022510168
OSR2,ABHD14A,0.5952087114725136
NPDC1,TNFRSF9,0.5952014171365326
ZNF683,CEP250,0.5950949685434896
ZNF316,TSC22D3,0.5949830373709151
NPDC1,NABP1,0.594906356197047
ZNF493,ACKR1,0.5947281359444809
ELF1,HPGDS,0.5946114196889887
KDM5A,C5orf24,0.5945551598736311
KDM5B,TRIM13,0.5942887864989864
HIST1H2BN,RAB4B,0.5942304154201256
ELF1,PTPN9,0.5940593608828639
NFATC1,SIT1,0.593995502525677
TCF7,IRAK4,0.5939233871658237
CXXC1,PLA2G4C,0.5939175005474816
R3HDM2,TRMT61B,0.5938032218724435
ING3,IL10RA,0.5938017663350363
ELF1,APOL3,0.5937962302839701
ZNF426,PTGDR2,0.5936061954113016
EOMES,DXO,0.5932665684087219
CEBPE,RNF220,0.5932117343251444
ZNF341,DDX27,0.5929111723227946
FLI1,TLE4,0.5929007456088452
ZNF683,CDS2,0.5927385581715957
ZNF33B,ANKRD44,0.5927246580341127
PHTF1,EPSTI1,0.5925150692935077
EGR2,ST3GAL1,0.5922856669804968
TCF7,ERAP1,0.5922693774509724
SNAI3,HLA-DRA,0.5920841309556236
ING3,NMB,0.5920484555866393
ZFP14,TRAPPC2,0.5920298690256915
ZNF451,DCN,0.5920160718939016
IKZF3,AKAP10,0.5919849499954258
MYB,TFPI,0.5918903136756435
CHD1,C1R,0.591759741711569
KDM5B,TNFRSF4,0.5913347369265077
FLI1,TMEM187,0.5912124877145908
FOSB,SOCS3,0.5910921132022812
ZNF787,RCBTB2,0.5910260058662503
ELK3,CXCR4,0.5909777643538726
PPP1R10,RNF125,0.5908641099704283
POU6F1,AC093323.3,0.5907461289998116
SP3,PYHIN1,0.5905609795060927
FOSB,G2E3,0.5904417713612269
TCF7,KRT75,0.5899264742671002
RBBP5,CCDC80,0.5899051150637492
RUNX2,NUDCD3,0.589863230870871
ING3,CXXC1,0.5895889805692258
ZNF350,DUS3L,0.5895110653783294
PBX4,TMEM214,0.5894883442776132
RNF138,KIAA1033,0.5894165227880003
TRMT1,TULP4,0.5893584032894449
R3HDM2,ADAM8,0.5892588846085212
TOB2,GLB1,0.5891985168455426
FANK1,IFI44,0.5891120526133914
NFATC1,BRD9,0.588788472337612
DUS3L,AC093673.5,0.588774900880233
CXXC1,CTD-3185P2.1,0.5887707545789128
KDM5B,ANXA2R,0.588687999466486
RUNX2,LINS1,0.5886853220013424
DBP,FKBP11,0.5886774946013035
HIST2H2BE,KLF2,0.5885268220767177
ING3,LTB,0.5884804457890905
ZBTB43,THUMPD3-AS1,0.5882089215878341
NFATC2,CLK4,0.5881417955439324
REL,MAP3K14,0.5881095199367244
KLRG1,TATDN2,0.5880839284142085
ELK3,CD7,0.5880670850897173
ZNF182,NAB1,0.5878056185127345
NFATC2,SLC25A28,0.5876708435897722
ZFP14,DBP,0.5874232832165647
JAZF1,FKBP11,0.5873571540392606
ZHX2,IFITM3,0.5869316743393792
CHD1,GADD45G,0.5867687750460912
ZNF700,RP11-660L16.2,0.5867534799828016
NFATC1,TMEM87B,0.5867101894794826
KLF2,SYTL3,0.5865469954728311
ING3,TSEN15,0.5865337062921221
ZNF717,ALDH1B1,0.5864875777771008
PPP1R10,PBX4,0.5864490057208879
NR4A1,TTTY15,0.586423335266147
RORA,COL17A1,0.5864213232130546
IKZF3,PBXIP1,0.5864185081278637
HOXB2,CLEC2D,0.5863240785687881
MYB,PRKACB,0.5862446301659117
R3HDM2,HLA-DPA1,0.5861704727218393
SP3,TRERF1,0.5861690810048892
NPDC1,FKBP11,0.5860364673916271
HOXB2,CTD-3184A7.4,0.5860152268559271
PHTF1,HLA-DRB1,0.5858127219726067
FLI1,BFSP2,0.585735631957763
PPP1R10,DCAF12,0.5855887978005508
RORA,B3GAT2,0.5855314840441632
NELFB,LINS1,0.5850797108236998
ZNF276,DCAF12,0.5849881664492795
ELF1,DYRK4,0.5848899373640337
KDM5B,KRTDAP,0.5847461395448078
ELK3,RNPC3,0.5846490871691752
ELF1,CLEC2D,0.5842156628938426
ZNF700,PLK3,0.5841734320924312
IKZF3,PIAS3,0.5841230973223582
TRMT1,CDKN2D,0.5840578116147379
FLI1,PRR5L,0.5840264658464386
PPP1R10,RASGRP2,0.5840169188950741
OSR2,FKBP11,0.584005829103632
ZNF195,CAD,0.5839569990235963
SIN3A,DDX60L,0.5838854538420228
ZNF276,NUP210,0.5835755617846288
WRNIP1,SMG7,0.5835172839348978
CENPB,EVI2B,0.5834487081982791
XRCC1,TAF9B,0.5834469407273649
ING3,AQR,0.5834024159039893
TBP,FURIN,0.5833484362394035
PBX4,DPF2,0.5833051842646877
NPDC1,RSBN1,0.5831113147707648
ZNF548,PTPRC,0.583086680298784
ZHX2,CTSW,0.5830807065385623
FOSB,CXCL13,0.5830657455488572
ZNF493,CXorf56,0.5830420071336712
ZNF683,LUM,0.5827709534381227
FLI1,HSPA1A,0.5827096905121097
CEBPE,CDC42SE1,0.5826829012637262
ZNF493,ID1,0.5823986822512708
ZNF781,TSC22D3,0.5822258984875255
ZNF700,NFATC1,0.5821689281975777
ZNF426,GZMK,0.5819544520261623
CXXC1,RORA,0.5818130079076342
DBP,RP11-296O14.3,0.581761971851676
FLI1,EXOC6,0.5814160172883198
ZNF774,PTPN7,0.5813271844359638
KLRG1,RARRES3,0.5812918288163967
PBX4,CYB561D2,0.5812284611632326
TOB2,ZDHHC18,0.5812062704240796
TFEB,TRMT10A,0.5811362928207942
ZNF626,TMEM121,0.5809834771421019
FLI1,INTS12,0.5808822626936879
ZNF781,CD8A,0.5808113155272551
ZNF451,XRRA1,0.5807612707374593
ZNF683,STMN3,0.5807284211386462
SP3,NEDD9,0.580710837492013
R3HDM2,KBTBD7,0.5806625392638692
XRCC4,PTPRC,0.5806266493760757
SP3,ARID1A,0.5801390994882285
DBP,MANEA,0.5796649648916399
ZNF781,WHAMM,0.5795799979037365
NPDC1,ITM2A,0.5795768640109739
ZBTB43,ZC3H18,0.5795356683476502
ZFP14,GZMH,0.579463353588335
ZFP14,RP11-25K19.1,0.5794251083859928
RORA,LCP2,0.5792190400134328
MBD1,RCBTB2,0.5790182848108036
ZNF267,TNFRSF25,0.5789143943390472
NPDC1,TTTY15,0.5788393272704019
MYB,SUN2,0.5786570565697713
ZNF426,TSC22D3,0.5786379541430063
ZFP14,GPRIN3,0.5783424751702093
ZNF26,GCSAM,0.5782848156972253
ZFP90,MALAT1,0.5781962490120527
RORA,NEDD9,0.5780110330686073
ZBTB2,SPSB2,0.5779354422200025
KLF2,PLXNA3,0.5778000909459
ZFP14,M6PR,0.577780905034588
SP3,TRIB2,0.5776675654910941
TCF7,IL2,0.577653115372342
FLI1,CFAP97,0.5774010554518969
ZNF567,TCF7,0.5773515044912481
NR4A1,TNFSF14,0.5772831587990094
ZNF493,SUGP2,0.5772545765774366
RORA,TRIM35,0.5770357358386738
ZNF493,GZMA,0.5763348233970246
E2F5,PSMB10,0.5760242652848683
KDM5A,WIPF1,0.5758062770931802
ING3,SPSB3,0.5758038002058163
TCF7,FPGS,0.5758024563688674
CENPB,TNFSF14,0.5755717362689693
TFEB,MBTPS1,0.5755126393499455
EIF5A2,SP140,0.5755050413434752
RNF138,MKLN1,0.5754851698869119
EOMES,XRRA1,0.5752730957497573
TRMT1,TRMT10A,0.5752286049192085
TFEB,PTPN22,0.5749443347532418
ID1,IFI44,0.5748885470600573
CXXC1,S100A2,0.574735814420895
ETS1,ZNF781,0.5746703522423786
NR4A1,KIAA0368,0.5742898734747832
IKZF3,ATHL1,0.5742882139413881
ELF1,FOSB,0.5742777457812122
POU6F1,PPP1R10,0.5740754781190479
PBX4,AP001258.4,0.5740691938416602
ID1,CCL1,0.5740161411349557
R3HDM2,A1BG,0.574010348829518
ZNF426,CDNF,0.5739890454574661
ZNF26,PTPRN2,0.5739481220894085
HIST1H2BN,TMEM191B,0.5738562175459909
IKZF3,TAF3,0.5737461818620945
ZNF493,GPR89A,0.5736671050070136
SP3,TAZ,0.5736587643120583
TRMT1,C8orf44,0.5735877656865294
RUNX2,RHOH,0.5735623174161674
ZNF26,SPINK2,0.5734512119078778
ZNF493,CXCR3,0.5731969718562033
ZNF267,CRTAM,0.5730383060771117
ZBTB49,FBXO9,0.5728946714609932
ZNF683,ERV3-1,0.5726961771738558
HOXB2,RGS2,0.5724820598972022
EGR2,ACSL5,0.5724709361414283
POU6F1,LILRB3,0.5723422160605187
ZFP14,SMIM10L1,0.5718851064674568
FANK1,CLEC2D,0.5718769340941743
ELK3,AC093323.3,0.5717986082411453
ZFP14,USP47,0.5717881152467224
RORA,ZNF408,0.5714881995379474
EIF5A2,PHTF1,0.5713010523319899
ZNF426,ZNF33B,0.570919581364258
REL,PCOLCE,0.5709185866160637
RUNX3,IL17RB,0.5708816154047643
RUNX2,LCP2,0.5708604770901903
TRMT1,NABP1,0.570818191212357
MYB,INPP4B,0.5706703173925601
ZNF821,PLA2G4C,0.5706595589776102
ID1,IL32,0.5705607709010927
ZNF33B,ELF1,0.5705077802657953
RNF138,EXOC6,0.5705074017804654
CTBP1,ZNF791,0.5701783266150433
ELK3,WAS,0.5701467013471303
TRMT1,PTGDR2,0.5699490708064395
XRCC4,SLA2,0.5695797604046383
ZNF267,PIAS3,0.569562714138058
CEBPE,RP11-47L3.1,0.5695144576549337
REL,TNFRSF4,0.5694402569169236
FANK1,AGAP2,0.5694032375507789
TBP,MFAP5,0.569332493499781
RNF138,ACSL5,0.5693306298576446
TCF7,THOC3,0.5692600607606538
ID1,MIR155HG,0.5690192295569849
ZNF836,TNFRSF25,0.5690016349755197
RORA,ZNF568,0.5689953841175529
MYB,RGS14,0.5689307830779695
XRCC1,APPL1,0.5689176892065326
XRCC1,SYNRG,0.5688879171058545
ELF1,FURIN,0.5688825446245447
ZNF426,M6PR,0.5688549383372525
RUNX3,CCL22,0.5687515963231725
NFAT5,CRTAM,0.5686350711498738
POU2F1,RNF213,0.5684392204317837
OSR2,CTD-2020K17.1,0.568343889501987
REL,SP140L,0.5683268048399565
TFEB,P2RY8,0.5680458223470862
ID1,RNASET2,0.5678347394107941
ZNF350,FURIN,0.5677819703653769
KDM5A,TRIM13,0.5674441705598572
ZNF781,NELFB,0.5673368210994947
PPP1R10,RP11-894P9.1,0.5671954642427803
PHTF1,CHAC2,0.5670568803740617
PPP1R10,ZNF652,0.5668622229172606
TBP,WIPF1,0.566847019424884
ZNF302,TAF8,0.5668457519892256
HOXB2,SLC39A10,0.5668395313259156
MTERF1,XCL1,0.566828921511527
RORA,PCM1,0.5668245190277166
ZBTB43,ADIRF,0.5667087020706143
ZNF26,SYNE3,0.5665355505603098
ZNF182,GPR65,0.5664568621469319
ING3,RP11-660L16.2,0.5662163848017718
XRCC4,GLIPR1,0.5661235831152861
KLF2,SLC25A38,0.5659476082740231
PHF21A,APPL1,0.5658129168780448
ZNF320,ANKRA2,0.5657997899984202
ZNF626,PLAC9,0.5654835669330706
ID1,PIEZO1,0.5653042237085426
JAZF1,G2E3,0.5651879667432854
POU6F1,IFI44,0.5650269569412071
ZNF548,RNF213,0.5649302859641414
JAZF1,PBXIP1,0.5648802380863956
KLF2,KIAA1033,0.5648613731662899
ZNF33B,LTB,0.5648124991643342
SIN3A,TARBP2,0.5647686733577071
ZNF683,RNASEH1,0.5647481943005584
ZSCAN31,SUGP2,0.5647432523191026
ZNF451,SERPING1,0.5644676443756675
SIN3A,ADAM19,0.5642665423023842
IKZF3,GDPD5,0.5642484005728932
ZNF683,SPSB2,0.5638711306279867
FANK1,IRAK1,0.5638252066772061
RUNX3,PBX4,0.5636451357476553
ZNF320,BROX,0.5635945701710544
MEOX2,ZNF836,0.5635919987257022
HIST2H2BE,RP3-477O4.14,0.563523229871824
PHTF1,SLC20A1,0.5634993115143654
ETS1,USP8,0.5634879890507699
ZNF341,SLC25A38,0.5634754026673808
NFATC1,DNAJB14,0.5634338101650198
MTERF1,NSUN2,0.563376861444605
ELF1,TMEM71,0.5631780162862581
RUNX3,PPIL2,0.5631041436823965
RORA,CD84,0.5629285808863754
SP2,FKBP11,0.5628822939746123
ZNF493,TNFRSF25,0.5625613275882234
ZNF302,IMPA1,0.562508109485171
RUNX2,IGFBP3,0.5624380164157323
KDM5B,TECPR1,0.5623453604354806
ZNF341,HLA-DRB1,0.562320285557356
R3HDM2,S100A2,0.5622727781021186
ZNF267,CCR6,0.5622081778130669
HOXB2,RP5-1136G13.2,0.5622068042830108
PHF21A,DHRS12,0.5621835029360436
PHF21A,MGST1,0.5621153247113467
ZBTB2,VEZT,0.5619758249569702
NFATC2,LTB,0.561919256182143
NFATC2,KLRB1,0.5619045609911516
FANK1,ACKR1,0.5618511690806436
DUS3L,CDS2,0.5617972880264048
KDM5A,MESDC1,0.5616659947553284
NR4A1,CD69,0.5615344951923584
NR4A1,PSMB10,0.5615169930355739
NPDC1,ARSG,0.5614147780382319
ZNF26,PRIMPOL,0.5612509512825156
ZZZ3,ANKRD49,0.5609636103782263
ZNF91,STMN3,0.560900822344533
CHD1,GZMH,0.560622720871323
OTX2,RNASET2,0.5604826718545808
FLI1,CTD-2020K17.1,0.5604632781818879
ZNF341,CD74,0.5602989994145563
ZNF717,SPTSSB,0.5602486876582339
SPATS2,CCDC69,0.5602365893631707
ZNF493,PUS1,0.5602078111283535
FANK1,CTU1,0.5601437271197713
OTX2,TNFSF13B,0.5596847506639507
ZNF700,LINC00649,0.5596311502514673
ZNF493,WHAMM,0.5595754686524542
TOB2,SP3,0.5591076645891712
DUS3L,DENND2D,0.559084771253419
KLF2,IL13,0.559082276244342
ZNF774,CXCR3,0.5586363611416219
CEBPE,IL22,0.5585894132507258
ELF1,NELFB,0.558565604299468
NFATC2,DUSP16,0.5584191510306495
TBP,CDC42EP3,0.558341265389882
CXXC1,TOB1,0.5580279508749172
HIST2H2BE,CAPN12,0.5580110954711495
POU6F1,CTD-3185P2.1,0.5577779979816055
RNF138,RORA,0.5576847105562523
ZNF626,ANGEL2,0.5576557326425244
ZZZ3,FAM101B,0.5576207036738836
NFATC2,CLU,0.5575764732594951
PHF21A,AGPS,0.5573332890292053
TCF7,TMEM121,0.5572818684168004
ELF1,GPRIN3,0.5572175807776962
MBD1,GNLY,0.5570384060146514
ZNF774,SAT1,0.556275938779314
ZNF267,NPDC1,0.556037312703512
SEMA4A,CTD-3184A7.4,0.5560110230959251
ZNF836,TAF9B,0.5559198377713336
ETS1,MMP25-AS1,0.5558851154318915
XRCC4,AFG3L2,0.5558342162023608
EIF5A2,APOBEC3G,0.5557837782236594
ZNF781,GDI1,0.5556123221891527
ZNF91,M6PR,0.5550989077513222
ELF1,DNAJC17,0.5548059804720599
RNF138,RP11-841O20.2,0.5547898297857792
ELF1,CCR2,0.5547268614519624
RUNX3,ZFP14,0.5547010058577055
CHD1,FYN,0.5546483686378798
ZBTB49,MTERF1,0.5545626945996701
TBP,RP11-147L13.15,0.5542440618785619
CHD1,CPE,0.5541273721005734
REL,DHX40,0.5540805132669142
IKZF3,TMEM214,0.5539584403109558
ZNF26,MATK,0.5537481387220362
REL,ASCC3,0.5536703714157056
RFX2,NMB,0.5535349260760439
KLF2,LINC00152,0.553415160028106
ZNF451,CYBRD1,0.5533629704081292
PPP1R10,HSD17B7,0.5531272645497862
ZNF451,CDS2,0.5530677952964254
TCF7,CD69,0.553060723574168
RUNX2,FAM118A,0.5529006852880025
TRMT1,GGA3,0.5527761956122649
IKZF3,GDF11,0.5526263477426208
NELFB,CHAC2,0.5524423879615985
SEMA4A,ACSL3,0.5523416825217017
ZFP14,GZMM,0.5518906226981221
ZNF451,IFI27,0.5517243929387425
OSR2,TAF8,0.5517143377603294
NPDC1,ZNF33A,0.5513189216202511
FANK1,AKAP10,0.5512426875542431
CTBP1,U2SURP,0.5511330628020967
ING3,KRT10,0.5509417246789222
SIN3A,RNF138,0.5508533368610892
RORA,SH2D3C,0.5507353324500087
SIN3A,CDC42SE2,0.5503432000905326
TCF7,ZNF568,0.5502454299845391
ZNF683,PLAC9,0.5502448161393455
ELK3,SP2,0.5501742320853749
RUNX3,ESYT2,0.5500945193524465
DUS3L,PTGER4,0.5500039680353573
RFX2,RPAIN,0.5496522457490529
ELK3,MAP3K1,0.5491743408414483
ZSCAN31,DNAJB2,0.5491582383547191
KLF2,KRT10,0.5489783969568651
ZNF320,SAT1,0.5489274225142843
CENPB,TMEM107,0.5489104011130103
OSR2,KLHDC4,0.5488057906634622
SPATS2,HLA-DPA1,0.548787465385814
HOXB2,SYNC,0.5486316151922082
HIST1H2BN,TRIM35,0.5484821066046938
XRCC1,KRT10,0.5484345130513237
ZNF774,LPAR6,0.5484283164800553
ZNF267,IFITM3,0.5482651231369814
PBX4,RHOH,0.5482119468256137
XRCC1,SPRR1B,0.5479946855499125
KDM4C,CST3,0.547921917523297
ZNF781,THEM4,0.5478921313672912
NFATC2,RP11-347P5.1,0.547764795195
PPP1R10,PIAS3,0.5477507448358276
FANK1,STMN3,0.5476984691386599
FLI1,TMEM191B,0.547554149114138
R3HDM2,ZFC3H1,0.5472716800296035
ZNF182,U2SURP,0.5472473599546753
FLI1,RP11-47L3.1,0.5470621799312354
FANK1,ID1,0.5469597717620096
XRCC4,TNIK,0.5469564750015775
KDM5A,PSMB10,0.5469305224281663
NPDC1,GZMB,0.5468356801871764
ZBTB43,ARHGAP30,0.5468274705219291
ZBTB43,SCAF1,0.5468123183127342
PPP1R10,PIGC,0.5468007264854887
REL,ZNF568,0.5467203999935882
ZFP90,GZMA,0.5465802239862774
PBX4,ESYT2,0.5463914456598893
RORA,TAZ,0.5463350756679614
REL,MIR222HG,0.5460334103140975
FANK1,SLC20A1,0.5460057304947817
JAZF1,ANKRD49,0.5458461953560881
HIST2H2BE,MALAT1,0.5457687001517718
HIST2H2BE,RP11-841O20.2,0.545089892353327
PPP1R10,KCTD10,0.5450318275008678
FOSB,HECTD3,0.544912915436947
ZNF700,PTGDR2,0.5448537741170625
CEBPE,CCNK,0.5445261321419306
ID1,ZNFX1,0.5444967165327717
TCF7,DGKA,0.5444917269231249
ZNF26,NUMB,0.544467957385462
ELF1,FMNL3,0.5442760679922394
RUNX3,TSPAN2,0.5441833928651292
KDM5B,LAMA5,0.5439287968581242
SNAI3,TSEN54,0.5439163255122406
ZNF626,FLI1,0.5435083187327331
FOXK1,COL6A2,0.5434520585086682
TCF7,MPZL3,0.5434229512028405
ZNF774,CLEC2D,0.543405923825419
ZZZ3,ANXA2R,0.5434003834067168
TCF7,SKAP1,0.5432349608862381
CEBPE,KIAA0368,0.5429674621522085
ELF1,B4GALT3,0.542793720431886
ZNF276,ANXA2R,0.5426768374101049
PBX4,ZNF836,0.5425082799061024
CENPB,CD8B,0.5424652130244992
CTBP1,CCL21,0.541984047159094
ELF1,AC093323.3,0.541940036566456
ZNF493,TRGC2,0.5418989239514912
PHF21A,INTS6,0.5418915755292307
ZNF528,HSPA1A,0.5416321062764445
ELF1,RORA,0.5415708347287578
NPDC1,TNF,0.5411247613241413
KDM5B,ZC3H18,0.5409997059729263
RORA,XRCC1,0.540928289540002
RBBP5,PTGER4,0.5408927728215561
KDM5A,GZMA,0.5408514926786236
JAZF1,KRTDAP,0.5408370873411139
KDM5B,S100A2,0.5408274998093668
CXXC1,GADD45B,0.5407829488148123
ID1,GSN,0.5407082818114063
REL,IPO4,0.5404827482729898
PBX4,PKN1,0.5404814431303053
ZNF276,TNFRSF4,0.5403784249899234
RORA,FAM168B,0.5403400015698836
ZNF600,NKG7,0.5403272136516366
CHD1,SP2,0.5400207868629675
EIF5A2,GOLGA8B,0.5400136005299075
ZNF567,ZAP70,0.5399969077141906
PPP1R10,XCL2,0.539950919735003
DBP,BEX2,0.539916379291642
REL,CCL5,0.5398085695379384
CFL2,CHCHD10,0.5395367663341827
MTERF1,KRT10,0.5394578329341257
FANK1,GIMAP2,0.5392190322777893
ING3,RP11-83A24.2,0.539064732316634
PPP1R10,TNFRSF9,0.5390244351920783
HOXB2,GPRIN3,0.5390175750895522
ZBTB43,HIST2H2BE,0.5389817541430909
ZFP14,DNAJB1,0.5389360750098064
ZNF683,SPEF2,0.5388882198488458
ZNF394,RNF220,0.5387207895251862
HIST2H2BE,RP11-894P9.1,0.5386139846842731
RNF138,SPSB3,0.5385323614498518
ELK3,ARSG,0.5385305060513488
ZNF182,CDK13,0.5384941068388676
ZNF341,UBIAD1,0.5384853247437631
ELF1,PTPRN2,0.5384677753078717
ZZZ3,KLHDC4,0.5380847157085552
PPP1R10,AGAP2,0.5377797383541588
CXXC1,AAK1,0.5377629551085141
SIN3A,TAZ,0.5377405865250016
ZNF33A,IL10RA,0.5377387311358334
KLRG1,MALAT1,0.5377368730836692
XRCC1,CLDND2,0.5376292330135607
OSR2,HIST1H2BN,0.5374606434704399
ELF1,PHKG2,0.537459366011255
REL,ARSA,0.5373824915806895
TCF7,JAZF1,0.5371239798853302
ELF1,BORA,0.5370094628473316
NFATC1,C2orf47,0.536994829093434
ZNF426,CD83,0.5368022818578305
ZNF764,SNX20,0.5366592083330478
CTBP1,ZFYVE28,0.5366043749169866
